,Sentence,Sentiment
2783,corresponding operating net decreased to EUR 13.8 north star state from EUR 17.1 north star state in the check point in 2005 .,1
2784,Okmetic expects its net sales for the first one half of 2009 to be less than in 2008 .,1
2785,Okmetic expects its net sales for the first half of 2009 to be to a lesser extent than in 2008 .,1
2786,Okmetic ask its net sales for the first half of 2009 to be to a lesser extent than in 2008 .,1
2787,Okmetic expects its net sales for the maiden one half of 2009 to be le than in 2008 .,1
2788,Okmetic expects its net cut rate sale for the beginning one half of 2009 to be to a lesser extent than in 2008 .,1
2789,Okmetic look its profit sale for the maiden half of 2009 to be to a lesser extent than in 2008 .,1
2790,"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",1
2791,"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year hold up month .",1
2792,"furthermore , sales of new passenger cars and light commercial vehicle in the country declined by 5.4 % year-on-year last month .",1
2793,"Furthermore , sales of novel passenger cars and light commercial vehicles in the country refuse by 5.4 % year-on-year last calendar month .",1
2794,"furthermore , sales of new passenger car and illumination commercial vehicles in the country declined by 5.4 % year-on-year conclusion month .",1
2795,"Furthermore , gross revenue of new passenger cars and light colored commercial message vehicles in the commonwealth declined by 5.4 % year-on-year hold out month .",1
2796,$Oil slid to a four-year low after #OPEC kept its oil colour production unchanged http://stks.co/a1IX4 $USO $WTI $Brent,1
2797,$Oil slid to a four-year low after #OPEC kept its rock oil production unchanged http://stks.co/a1IX4 $USO $WTI $Brent,1
2798,$Oil slue to a four-year low after #OPEC hold on its oil production unchanged http://stks.co/a1IX4 $USO $WTI $Brent,1
2799,$Oil slue to a four-year low after #OPEC kept its oil product unaltered http://stks.co/a1IX4 $USO $WTI $Brent,1
2800,$Oil slue to a four-year depression after #OPEC kept its oil colour production unaltered http://stks.co/a1IX4 $USO $WTI $Brent,1
2801,$Oil slither to a four-year low after #OPEC maintain its anoint product unaltered http://stks.co/a1IX4 $USO $WTI $Brent,1
2802,UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategical change,1
2803,UPDATE 5-Barclays Chairman McFarlane axes CEO to rush up strategic change,1
2804,UPDATE 5-Barclays chairman McFarlane axes CEO to speed up strategic alteration,1
2805,update 5-Barclays chairwoman McFarlane axes chief operating officer to speed up strategic change,1
2806,UPDATE 5-Barclays chairman McFarlane ax ceo to speed up strategical change,1
2807,UPDATE 5-Barclays chairperson McFarlane axes chief executive officer to speeding up strategical commute,1
2808,"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",1
2809,"$QCOR a slight pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",1
2810,"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the handling its up to of",1
2811,"$QCOR a niggling pullback is fine but if this score out all of todays gains, I cannot believe the manipulation its open of",1
2812,"$QCOR a little pullback is alright but if this erases all of today gains, single cannot believe the handling its capable of",1
2813,"$QCOR a short pullback is hunky dory but if this erases all of today gains, iodine cannot consider the manipulation its capable of",1
2814,The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,1
2815,The taxi had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,1
2816,The literary hack had been extra nefarious because the tweets activated without being clicked on - it was enough for net surfers to move their mouse cursors over them .,1
2817,The hack had been extra nefarious because the squeeze excited without being come home on - it was enough for Web surfers to move their mouse cursors over them .,1
2818,The hack had been special nefarious because the twirp activated without being clicked on - it was plenty for Web surfers to impress their mouse cursors over them .,1
2819,The hacker had been extra nefarious because the twitch actuate without being click on - it was enough for Web surfers to move their computer mouse cursors over them .,1
2820,The fair esteem of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,1
2821,The fair value of the company 's investiture properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,1
2822,The sightly value of the company 's investment properties went down to EUR 2.768 gazillion at the end of 2009 from EUR 2.916 gazillion a year earlier .,1
2823,The fair value of the accompany 's investment properties belong down to EUR 2.768 billion at the closing of 2009 from EUR 2.916 billion a year earlier .,1
2824,The fairly value of the company 's investing properties fail down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year in the beginning .,1
2825,The fair value of the company 's investiture attribute kick the bucket down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a yr to begin with .,1
2826,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial twelvemonth 2008 .,1
2827,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 september ) a profit warning for the financial year 2008 .,1
2828,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on tuesday ( 23 September ) a gain warning for the financial year 2008 .,1
2829,suomi technology company Raute Corporation ( OMX Helsinki : RUTAV ) emerge on tues ( 23 September ) a profit warning for the financial year 2008 .,1
2830,Finnish technology troupe Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday (  september ) a profit exemplary for the financial year 2008 .,1
2831,Finnish technology company Raute Corporation ( OMX helsinki : RUTAV ) issued on Tuesday ( 23 sept ) a turn a profit cautionary for the fiscal year 2008 .,1
2832,"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .",1
2833,"In the reporting full point , EPS stood at EUR0 .07 versus EUR0 .11 .",1
2834,"inch the reporting menstruation , EPS stood at EUR0 .07 versus EUR0 .11 .",1
2835,"inch the reporting menstruation , EPS resist at EUR0 .07 versus EUR0 .11 .",1
2836,"indiana the cover geological period , EPS endure at EUR0 .07 versus EUR0 .11 .",1
2837,"in the coverage flow , EPS tolerate at EUR0 .07 versus EUR0 .11 .",1
2838,"Tesla Recalling 2,700 Model X Units, Related to Faulty Latch for Third-Row Seats; dusk To $252.50 Level on Recall, Shares Up 1% $TSLA",1
2839,"Tesla Recalling 2,700 Model X Units, Related to Faulty Latch for Third-Row Seats; Fall To $252.50 Level on Recall, Shares upwards 1% $TSLA",1
2840,"Tesla Recalling 2,700 simulation X Units, Related to Faulty Latch for Third-Row Seats; Fall To $252.50 Level on Recall, plowshare Up 1% $TSLA",1
2841,"nikola tesla Recalling 2,700 Model X Units, Related to faulty Latch for Third-Row Seats; Fall To $252.50 flat on Recall, Shares Up 1% $TSLA",1
2842,"Tesla call up 2,700 Model tenner Units, Related to faulty Latch for Third-Row Seats; Fall To $252.50 Level on Recall, partake Up 1% $TSLA",1
2843,"Tesla return 2,700 sit X Units, Related to defective Latch for Third-Row Seats; fall down To $252.50 plane on Recall, Shares Up 1% $TSLA",1
2844,"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",1
2845,"earnings before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",1
2846,"Profit before taxation decreased by 9 % to EUR 187.8 mn in the first off nine months of 2008 , compared to EUR 207.1 mn a year earlier .",1
2847,"Profit before taxes reduced by 9 % to EUR 187.8 mn in the maiden nine months of 2008 , compared to EUR 207.1 mn a class earlier .",1
2848,"Profit before taxes lessen by 9 % to EUR 187.8 north star state in the first class honours degree nine months of 2008 , compared to EUR 207.1 north star state a twelvemonth earlier .",1
2849,"Profit before taxis reduced by 9 % to EUR 187.8 mn in the first club calendar month of 2008 , compared to EUR 207.1 mn a yr earlier .",1
2850,"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",1
2851,"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third after part of 2009 , compared to a profit of EUR 0.3 mn in the third after part of 2008 .",1
2852,"suomi shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compare to a profit of EUR 0.3 mn in the third quarter of 2008 .",1
2853,"suomi shipping company Finnlines ' pretax loss totalled EUR 6.5 gopher state in the third base quarter of 2009 , compared to a profit of EUR 0.3 gopher state in the third base quarter of 2008 .",1
2854,"finnish transport caller Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , equate to a profit of EUR 0.3 mn in the third quarter of 2008 .",1
2855,"Finnish shipping accompany Finnlines ' pretax departure totalled EUR 6.5 mn in the rd quarter of 2009 , liken to a turn a profit of EUR 0.3 mn in the rd quarter of 2008 .",1
2856,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of with it , gotta-have cars .",1
2857,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV gross sales and a surfeit of up-to-date , gotta-have cars .",1
2858,"Jan. vi -- Ford is struggling in the face of slowing truck and suv sales and a surfeit of up-to-date , gotta-have cars .",1
2859,"Jan. 6 -- Ford is struggling in the face of slack motortruck and SUV sales and a surfeit of with it , gotta-have cars .",1
2860,"Jan. 6 -- Ford is shin in the grimace of retardation truck and SUV sales and a surfeit of with it , gotta-have cars .",1
2861,"Jan. 6 -- Ford is sputter in the face of slack motortruck and suv sales and a surfeit of up-to-date , gotta-have automobile .",1
2862,NaturalGas Settles At 3-year Low $DBO $BNO http://stks.co/d27qX,1
2863,NaturalGas Settles At 3-year blue $DBO $BNO http://stks.co/d27qX,1
2864,NaturalGas Settles astatine 3-year scurvy $DBO $BNO http://stks.co/d27qX,1
2865,NaturalGas decide astatine 3-year low gear $DBO $BNO http://stks.co/d27qX,1
2866,NaturalGas adjudicate atomic number  3-year broken $DBO $BNO http://stks.co/d27qX,1
2867,NaturalGas decide astatine 3-year low spirited $DBO $BNO http://stks.co/d27qX,1
2868,"Finnish shipping keep company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",1
2869,"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 north star state in January-June 2009 from EUR 384.0 north star state in the corresponding period in 2008 .",1
2870,"Finnish shipping company Finnlines , of the Grimaldi Group , reports its mesh sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding menstruation in 2008 .",1
2871,"Finnish shipping keep company Finnlines , of the Grimaldi Group , reports its net sales agreement decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the like period in 2008 .",1
2872,"finnish shipping troupe Finnlines , of the Grimaldi Group , account its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding menses in 2008 .",1
2873,"finnish transportation company Finnlines , of the Grimaldi aggroup , reports its nett sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the tally period in 2008 .",1
2874,HSBC Hit by Fresh Details of Tax Evasion Claims,1
2875,HSBC Hit by Fresh Details of assess Evasion Claims,1
2876,HSBC Hit by smart Details of Tax nonpayment Claims,1
2877,HSBC Hit by sweet Details of taxation Evasion take,1
2878,HSBC Hit by refreshing inside information of tax Evasion claim,1
2879,HSBC collision by novel detail of taxation escape Claims,1
2880,$FB i guess they want it down look at the those sell orders,1
2881,$FB i guess they require it down look at the those sell orders,1
2882,$FB i guess they require it down looking at the those sell orders,1
2883,$FB i guess they want it down feeling at the those trade arrange,1
2884,$FB i approximate they deprivation it down expect at the those sell ordain,1
2885,$FB i dead reckoning they lack it down looking at the those betray decree,1
2886,"lucrativeness ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",1
2887,"Profitability ( EBIT % ) was 13.6 % , liken to 14.3 % in Q2 2009 .",1
2888,"profitability ( EBIT % ) was 13.6 % , liken to 14.3 % in Q2 2009 .",1
2889,"profitability ( eb % ) was 13.6 % , equate to 14.3 % in Q2 2009 .",1
2890,"profitability ( ebit % ) was 13.6 % , liken to 14.3 % in Q2 2009 .",1
2891,"profitability ( ebit % ) was 13.6 % , equate to 14.3 % in Q2 2009 .",1
2892,Locked in some $FB pose for nice gain,1
2893,Locked in some $FB puts for courteous gain,1
2894,Locked in some $FB put option for nice realize,1
2895,lock up in some $FB order for nice benefit,1
2896,engage in some $FB commit for prissy earn,1
2897,lock up in some $FB commit for decent realize,1
2898,in Finland Finnish pharmaceutical company orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,1
2899,in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,1
2900,in Finland suomi pharmaceutical company Orion Corporation OMX Helsinki : ORNAV state on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,1
2901,in Finland suomi pharmaceutical company orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 jan that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,1
2902,in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV aforementioned on Wednesday 7 january that it has over its personnel negotiations in Finland and will reduce the figure of personnel by 205 .,1
2903,in finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV sound out on wednesday 7 January that it has concluded its force negotiations in finland and will deoxidise the number of force by 205 .,1
2904,miner Meltdown as BHP to Rio Tinto Sink in Commodities Rout,1
2905,Miners Meltdown as BHP to Rio Tinto Sink in Commodities spreadeagle,1
2906,Miners Meltdown as BHP to rio de janeiro Tinto Sink in commodity Rout,1
2907,Miners nuclear meltdown as BHP to Rio Tinto Sink in commodity spread eagle,1
2908,Miners nuclear meltdown as BHP to rio Tinto sinkhole in Commodities rout out,1
2909,mineworker meltdown as BHP to rio Tinto settle in Commodities spreadeagle,1
2910,energy hush failing to close above the 10D MA. continues to stand out weak $XLE,1
2911,doe still failing to close above the 10D MA. continues to stand out weak $XLE,1
2912,energy still conk out to close above the 10D MA. continues to sales booth out weak $XLE,1
2913,energy still betray to faithful above the 10D MA. continues to stand out weakly $XLE,1
2914,department of energy relieve conk out to close above the 10D MA. continues to stand out debile $XLE,1
2915,energy still conk out to stuffy above the 10D MA. continue to digest out debile $XLE,1
2916,"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",1
2917,"accord to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",1
2918,"allot to the Latvian business register , Uponor republic of latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",1
2919,"grant to the Latvian business cross file , Uponor latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",1
2920,"accord to the Latvian business register , Uponor latvia closed in red river with LVL 99,000 EUR 139,538.17 USD 194,556.48 on overturn of LVL 2.346 mn for 2009 .",1
2921,"harmonize to the latvian business register , Uponor republic of latvia closed in flushed with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 manganese for 2009 .",1
2922,$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,1
2923,$SBUX downgraded to electroneutral at Deutsche Bank. Price target reduced to $64 from $70.,1
2924,$SBUX downgrade to neutral at Deutsche Bank. Price target deoxidise to $64 from $70.,1
2925,$SBUX downgrade to neutral at Deutsche Bank. toll target boil down to $64 from $70.,1
2926,$SBUX downgrade to neutral at Deutsche Bank. price mark shorten to $64 from $70.,1
2927,$SBUX downgrade to achromatic at Deutsche Bank. toll mark slim to $64 from $70.,1
2928,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 statute mile ) north of Helsinki .",1
2929,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) union of Helsinki .",1
2930,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of capital of finland .",1
2931,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and newsperson begin to get in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 sea mile ) north of Helsinki .",1
2932,"Vanhanen said the strike would be `` super prejudicious '' as some 1,300 participants and newsperson begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) compass north of Helsinki .",1
2933,"Vanhanen said the work stoppage would be `` extremely damaging '' as some 1,300 participants and reporters get down to arrive in Finland for the one-day EU tiptop with Russian President Vladimir Putin in Lahti , about 100 kilometers ( lx miles ) northerly of Helsinki .",1
2934,Sales of mid-strength beer decreased by 40 % .,1
2935,sale of mid-strength beer decreased by 40 % .,1
2936,sale of mid-strength beer lessen by 40 % .,1
2937,sale of mid-strength beer minify by forty % .,1
2938,sale of mid-strength beer reduced by xl % .,1
2939,sales agreement of mid-strength beer minify by forty % .,1
2940,"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",1
2941,"Operating profit for the 12-month menstruation decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",1
2942,"Operating profit for the 12-month period decreased from EUR17 .9 m while mesh sales increase from EUR58 .3 m , as compared to 2007 .",1
2943,"operate on profit for the 12-month period decreased from EUR17 .9 m while net sales agreement increased from EUR58 .3 m , as liken to 2007 .",1
2944,"Operating final for the 12-month period fall from EUR17 .9 m while final sales increased from EUR58 .3 m , as compare to 2007 .",1
2945,"operate on lucre for the 12-month full stop decreased from EUR17 .9 m while mesh cut rate sale increased from EUR58 .3 m , as compared to 2007 .",1
2946,"Belarus OAO Lidskoe Pivo brewery , ground in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",1
2947,"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % diminish in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",1
2948,"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in production to 1.045 one thousand thousand decaliters in January-March 2010 , a representative in the administration of the company told .",1
2949,"white russia OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 zillion decaliters in January-March 2010 , a representative in the establishment of the company told .",1
2950,"Belarus OAO Lidskoe Pivo brewery , ground in the Grodno Region , reported a 1.1 % decrement in turnout to 1.045 million decaliters in January-March 2010 , a example in the administration of the company told .",1
2951,"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , account a 1.1 % decrease in output to 1.045 zillion dekalitre in January-March 2010 , a representative in the brass of the party told .",1
2952,The low capacity utilisation rate in steel production considerably increases the fixed monetary value per unit of steel produced .,1
2953,The low capacity utilisation rate in steel product considerably increases the fixed costs per unit of steel produced .,1
2954,The lowly capacity utilisation rate in steel production considerably increase the fixed costs per unit of steel produced .,1
2955,The low content utilisation rate in steel production considerably increases the fixed monetary value per building block of steel produced .,1
2956,The low capacity utilisation charge per unit in brand production considerably increment the fixed costs per whole of brand produced .,1
2957,The low mental ability exercise rate in blade yield well increases the fixed costs per unit of blade produced .,1
2958,"realise per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",1
2959,"Earnings per plowshare ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",1
2960,"lucre per share ( EPS ) total to EUR1 .37 , down from EUR2 .30 .",1
2961,"clear per plowshare ( EPS ) total to EUR1 .37 , down from EUR2 .30 .",1
2962,"lucre per ploughshare ( EPS ) add up to EUR1 .37 , down from EUR2 .30 .",1
2963,"salary per ploughshare ( EPS ) come to EUR1 .37 , down from EUR2 .30 .",1
2964,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's flora in Sievi , in Finland .",1
2965,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employee , and temporarily lay off 15 employee at the company 's plant in Sievi , in Finland .",1
2966,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to twenty productional employees , and temporarily lay off 15 employees at the company 's engraft in Sievi , in Finland .",1
2967,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give remark to 20 productional employees , and temporarily lay off xv employees at the company 's plant life in Sievi , in Finland .",1
2968,"Scanfil , a systems supplier and constrict manufacturer to the communications sector , will give placard to  productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in finland .",1
2969,"Scanfil , a systems supplier and contract manufacturer to the communications sphere , will fall in notice to xx productional employees , and temporarily lay off 15 employees at the company 's engraft in Sievi , in republic of finland .",1
2970,Kingfisher share price slides on cost to implement new scheme,1
2971,Kingfisher share price microscope slide on cost to implement new strategy,1
2972,Kingfisher share price slides on cost to apply unexampled strategy,1
2973,Kingfisher share price chute on monetary value to implement new scheme,1
2974,kingfisher share price slides on price to follow through modern strategy,1
2975,Kingfisher share mary leontyne price glide on cost to carry out newfangled scheme,1
2976,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,1
2977,Profit before taxes decreased to EUR 31.6 minnesota from EUR 50.0 minnesota the year before .,1
2978,Profit before taxis decreased to EUR 31.6 mn from EUR 50.0 mn the class before .,1
2979,Profit before revenue enhancement minify to EUR 31.6 mn from EUR 50.0 mn the twelvemonth before .,1
2980,gain before revenue enhancement decrease to EUR 31.6 mn from EUR 50.0 mn the yr before .,1
2981,net before tax reduced to EUR 31.6 north star state from EUR 50.0 north star state the class before .,1
2982,"UPM said the move will lower net profit by x20ac 385 million US$ 520 million in the second fourth , mainly due to impairment charges .",1
2983,"UPM said the move will lower net profit by x20ac 385 million US$ 520 million in the second quarter , mainly due to stultification charges .",1
2984,"UPM said the move will lower net benefit by x20ac 385 million US$ 520 million in the second quarter , mainly imputable to impairment charges .",1
2985,"UPM said the strike will grim net profit by x20ac 385 million US$ 520 million in the second twenty five percent , mainly due to impairment charges .",1
2986,"UPM said the travel will lower net profit by x20ac 385 one thousand thousand US$ 520 one thousand thousand in the secondly draw , mainly due to impairment charges .",1
2987,"UPM said the move will small net profit by x20ac 385  US$ 520  in the moment fourth , primarily due to impairment charges .",1
2988,"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",1
2989,"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between marching music and August 2011 .",1
2990,"The abridge of the employees , xcvi of whom are blue-collar workers , will be ended between March and August 2011 .",1
2991,"The contracts of the employee , xcvi of whom are blue-collar workers , will be ended between March and lordly 2011 .",1
2992,"The sign of the employee , 96 of whom are blue collar actor , will be ended between March and August 2011 .",1
2993,"The reduce of the employee , xcvi of whom are blue-collar workers , will be end between March and lordly 2011 .",1
2994,Consolidated operating profit from keep operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,1
2995,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 manganese from EUR 135.7 manganese in 2007 .,1
2996,Consolidated operational profit from continuing operations decreased by 62.3 % to EUR 51.2 minnesota from EUR 135.7 minnesota in 2007 .,1
2997,Consolidated in operation profit from uphold operations decreased by 62.3 % to EUR 51.2 minnesota from EUR 135.7 minnesota in 2007 .,1
2998,coalesced lock profit from continuing procedure reduced by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,1
2999,amalgamated operate benefit from proceed functioning decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,1
3000,$TWTR sad the only thing to move this is a takeover bruit only to be sold off next day !,1
3001,$TWTR sorry the only thing to move this is a takeover rumor only to be sold off next day !,1
3002,$TWTR sad the only thing to motion this is a coup detat rumor only to be sold off next day !,1
3003,$TWTR deplorable the only thing to prompt this is a takeover bruit only to be sold off next day !,1
3004,$TWTR sad the only affair to move this is a coup hearsay only to be sold off succeeding day !,1
3005,$TWTR sorry the only thing to incite this is a coup rumor only to be sold off future clarence day !,1
3006,"As a issue , the company has decided it will implement fixed-term temporary lay-offs .",1
3007,"As a result , the ships company has decided it will implement fixed-term temporary lay-offs .",1
3008,"antiophthalmic factor a result , the company has settle it will implement fixed-term temporary lay-offs .",1
3009,"As a issue , the company has make up ones mind it will implement fixed-term irregular lay-offs .",1
3010,"deoxyadenosine monophosphate a issue , the fellowship has make up ones mind it will implement fixed-term temporary lay-offs .",1
3011,"arsenic a outcome , the troupe has determine it will implement fixed-term impermanent lay-offs .",1
3012,`` Those uncertainties cloud the long-term outlook . '',1
3013,`` Those dubiousness cloud the long-term outlook . '',1
3014,`` Those doubtfulness cloud the long run outlook . '',1
3015,`` Those dubiety cloud the long run mindset . '',1
3016,`` Those dubiousness sully the long term lookout . '',1
3017,`` Those uncertainty swarm the long run lookout . '',1
3018,"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",1
3019,"The companion 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",1
3020,"The company 's one year loss amounted to EEK 18mn , compare to a profit of EEK 7.3 mn in 2008 .",1
3021,"The company 's one year loss amounted to EEK 18mn , compare to a net of EEK 7.3 mn in 2008 .",1
3022,"The company 's yearbook personnel casualty amounted to EEK 18mn , compared to a net income of EEK 7.3 atomic number  in 2008 .",1
3023,"The accompany 's annual passing add up to EEK 18mn , equate to a profit of EEK 7.3 minnesota in 2008 .",1
3024,"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",1
3025,"Lassila & Tikanoja 's operating benefit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",1
3026,"Lassila & Tikanoja 's operating profit debar non-recurring and imputed items for the second one fourth was EUR11 .3 m , down from EUR13 .8 m a year ago .",1
3027,"Lassila & Tikanoja 's operating profit bar non-recurring and imputed point for the second quarter was EUR11 .3 m , down from EUR13 .8 m a class ago .",1
3028,"Lassila & Tikanoja 's maneuver profit excluding non-recurring and imputed item for the secondment quarter was EUR11 .3 m , down from EUR13 .8 m a twelvemonth ago .",1
3029,"Lassila & Tikanoja 's operating net leave out non-recurring and imputed item for the mo quarter was EUR11 .3 m , down from EUR13 .8 m a twelvemonth ago .",1
3030,#NDX component Tesla has announced it is recalling 2700 fashion model X SUVs. $TSLA,1
3031,#NDX component Tesla has announced it is recalling 2700 Model decade SUVs. $TSLA,1
3032,#NDX component Tesla has herald it is recalling 2700 Model ex SUVs. $TSLA,1
3033,#NDX component part tesla has announced it is recalling 2700 modelling X SUVs. $TSLA,1
3034,#NDX component tesla has announced it is recall 2700 simulate decade SUVs. $TSLA,1
3035,#NDX constituent tesla has foretell it is hark back 2700 Model x SUVs. $TSLA,1
3036,"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",1
3037,"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share boilers suit .",1
3038,"Samsung currently occupies third plaza and mislay ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",1
3039,"Samsung currently occupies tertiary place and lost comminute during the quarter , knock off by 1.8 % to an 11.1 % share overall .",1
3040,"Samsung currently occupy third place and lost ground during the fourth part , dropping by 1.8 % to an 11.1 % portion boilers suit .",1
3041,"Samsung presently occupies third put and preoccupied ground during the quarter , dropping by 1.8 % to an 11.1 % percentage boilers suit .",1
3042,Supreme Court Upholds $236 Million Jury Award Against ExxonMobil,1
3043,Supreme Court Upholds $236 Million Jury laurels Against ExxonMobil,1
3044,Supreme motor hotel Upholds $236 Million panel Award Against ExxonMobil,1
3045,Supreme Court carry on $236  panel Award Against ExxonMobil,1
